EMAP ID	EMAP TERM NAME	EMAPA ID	EMAPA TERM NAME
EMAP:4275	TS20 spinal ganglion	EMAPA:16667	spinal ganglion
EMAP:4276	TS20 dorsal root ganglion	EMAPA:16668	dorsal root ganglion
EMAP:4277	TS20 spinal nerve plexus	EMAPA:16987	spinal nerve plexus
EMAP:4278	TS20 brachial plexus	EMAPA:16988	brachial plexus
EMAP:4279	TS20 median nerve	EMAPA:17277	median nerve
EMAP:4280	TS20 radial nerve	EMAPA:17278	radial nerve
EMAP:4281	TS20 ulnar nerve	EMAPA:17279	ulnar nerve
EMAP:4282	TS20 lumbo-sacral plexus	EMAPA:17587	lumbo-sacral plexus
EMAP:4283	TS20 spinal nerve	EMAPA:16989	spinal nerve
EMAP:4284	TS20 segmental spinal nerve	EMAPA:16990	segmental spinal nerve
EMAP:4285	TS20 sensory organ	EMAPA:16192	sensory organ
EMAP:4286	TS20 ear	EMAPA:16193	ear
EMAP:4287	TS20 external ear	EMAPA:16991	external ear
EMAP:4288	TS20 external auditory meatus	EMAPA:17588	external auditory meatus
EMAP:4289	TS20 future tympanic membrane	EMAPA:17281	future tympanic membrane
EMAP:4290	TS20 future tympanic membrane epithelium	EMAPA:17282	future tympanic membrane epithelium
EMAP:4291	TS20 pinna	EMAPA:17589	pinna
EMAP:4293	TS20 pinna mesenchyme	EMAPA:17591	pinna mesenchyme
EMAP:4294	TS20 pinna surface epithelium	EMAPA:17592	pinna surface epithelium
EMAP:4295	TS20 inner ear	EMAPA:16194	inner ear
EMAP:4296	TS20 endolymphatic appendage	EMAPA:17283	endolymphatic appendage
EMAP:4297	TS20 endolymphatic appendage associated mesenchyme	EMAPA:17284	endolymphatic appendage associated mesenchyme
EMAP:4298	TS20 endolymphatic appendage epithelium	EMAPA:17285	endolymphatic appendage epithelium
EMAP:4299	TS20 endolymphatic sac	EMAPA:17593	endolymphatic sac
EMAP:4300	TS20 endolymphatic sac associated mesenchyme	EMAPA:17594	endolymphatic sac associated mesenchyme
EMAP:4301	TS20 endolymphatic sac epithelium	EMAPA:17595	endolymphatic sac epithelium
EMAP:4302	TS20 otic capsule	EMAPA:17596	otic capsule
EMAP:4303	TS20 inner ear vestibular component	EMAPA:17286	inner ear vestibular component
EMAP:4304	TS20 ductus reuniens	EMAPA:17287	ductus reuniens
EMAP:4305	TS20 ductus reuniens associated mesenchyme	EMAPA:17288	ductus reuniens associated mesenchyme
EMAP:4306	TS20 ductus reuniens epithelium	EMAPA:17289	ductus reuniens epithelium
EMAP:4307	TS20 saccule	EMAPA:17290	saccule
EMAP:4308	TS20 saccule associated mesenchyme	EMAPA:17291	saccule associated mesenchyme
EMAP:4309	TS20 cochlea	EMAPA:17597	cochlea
EMAP:4310	TS20 cochlear duct	EMAPA:17598	cochlear duct
EMAP:4311	TS20 cochlear duct associated mesenchyme	EMAPA:17599	cochlear duct associated mesenchyme
EMAP:4312	TS20 cochlear duct epithelium	EMAPA:17600	cochlear duct epithelium
EMAP:4313	TS20 saccule epithelium	EMAPA:17292	saccule epithelium
EMAP:4314	TS20 utricle	EMAPA:17293	utricle
EMAP:4315	TS20 utricle associated mesenchyme	EMAPA:17294	utricle associated mesenchyme
EMAP:4316	TS20 utricle epithelium	EMAPA:17295	utricle epithelium
EMAP:4317	TS20 posterior semicircular canal	EMAPA:17296	posterior semicircular canal
EMAP:4318	TS20 posterior semicircular canal associated mesenchyme	EMAPA:17297	posterior semicircular canal associated mesenchyme
EMAP:4319	TS20 posterior semicircular canal epithelium	EMAPA:17298	posterior semicircular canal epithelium
EMAP:4320	TS20 superior semicircular canal	EMAPA:17299	superior semicircular canal
EMAP:4321	TS20 superior semicircular canal associated mesenchyme	EMAPA:17300	superior semicircular canal associated mesenchyme
EMAP:4322	TS20 superior semicircular canal epithelium	EMAPA:17301	superior semicircular canal epithelium
EMAP:4323	TS20 middle ear	EMAPA:17000	middle ear
EMAP:4324	TS20 middle ear associated mesenchyme	EMAPA:17001	middle ear associated mesenchyme
EMAP:4325	TS20 pharyngo-tympanic tube	EMAPA:17601	pharyngo-tympanic tube
EMAP:4326	TS20 tubo-tympanic recess	EMAPA:17002	tubo-tympanic recess
EMAP:4327	TS20 eye	EMAPA:16198	eye
EMAP:4328	TS20 cornea	EMAPA:17161	cornea
EMAP:4329	TS20 cornea epithelium	EMAPA:17162	cornea epithelium
EMAP:4330	TS20 cornea stroma	EMAPA:17602	cornea stroma
EMAP:4331	TS20 hyaloid cavity	EMAPA:17302	hyaloid cavity
EMAP:4332	TS20 hyaloid vascular plexus	EMAPA:17303	hyaloid vascular plexus
EMAP:4333	TS20 lens vesicle	EMAPA:17163	lens vesicle
EMAP:4334	TS20 lens vesicle anterior epithelium	EMAPA:17304	lens vesicle anterior epithelium
EMAP:4335	TS20 lens vesicle cavity	EMAPA:17164	lens vesicle cavity
EMAP:4336	TS20 lens vesicle equatorial epithelium	EMAPA:17305	lens vesicle equatorial epithelium
EMAP:4337	TS20 lens vesicle posterior epithelium	EMAPA:17306	lens vesicle posterior epithelium
EMAP:4338	TS20 optic chiasma	EMAPA:17603	optic chiasma
EMAP:4339	TS20 optic stalk	EMAPA:16678	optic stalk
EMAP:4340	TS20 optic fissure	EMAPA:17166	optic fissure
EMAP:4341	TS20 perioptic mesenchyme	EMAPA:17167	perioptic mesenchyme
EMAP:4342	TS20 retina	EMAPA:17168	retina
EMAP:4343	TS20 embryonic fissure	EMAPA:17169	embryonic fissure
EMAP:4344	TS20 neural retinal epithelium	EMAPA:17171	neural retinal epithelium
EMAP:4345	TS20 pigmented retinal epithelium	EMAPA:17172	pigmented retinal epithelium
EMAP:4346	TS20 nose	EMAPA:16542	nose
EMAP:4347	TS20 nasal cavity	EMAPA:17604	nasal cavity
EMAP:4348	TS20 nasal cavity epithelium	EMAPA:17605	nasal cavity epithelium
EMAP:4349	TS20 nasal cavity olfactory epithelium	EMAPA:17606	nasal cavity olfactory epithelium
EMAP:4350	TS20 nasal cavity respiratory epithelium	EMAPA:17607	nasal cavity respiratory epithelium
EMAP:4351	TS20 nasal septum	EMAPA:17608	nasal septum
EMAP:4352	TS20 naso-lacrimal groove	EMAPA:16679	naso-lacrimal groove
EMAP:4353	TS20 nasal process	EMAPA:16680	nasal process
EMAP:4354	TS20 fronto-nasal process	EMAPA:16681	fronto-nasal process
EMAP:4355	TS20 frontal process	EMAPA:16802	frontal process
EMAP:4356	TS20 frontal process epithelium	EMAPA:17609	frontal process epithelium
EMAP:4357	TS20 frontal process mesenchyme	EMAPA:16804	frontal process mesenchyme
EMAP:4358	TS20 latero-nasal process	EMAPA:16805	latero-nasal process
EMAP:4359	TS20 latero-nasal process epithelium	EMAPA:17610	latero-nasal process epithelium
EMAP:4360	TS20 latero-nasal process mesenchyme	EMAPA:16807	latero-nasal process mesenchyme
EMAP:4361	TS20 medial-nasal process	EMAPA:16808	medial-nasal process
EMAP:4362	TS20 medial-nasal process epithelium	EMAPA:17611	medial-nasal process epithelium
EMAP:4363	TS20 medial-nasal process mesenchyme	EMAPA:16810	medial-nasal process mesenchyme
EMAP:4364	TS20 vomeronasal organ	EMAPA:17612	vomeronasal organ
EMAP:4365	TS20 cardiovascular system	EMAPA:16104	cardiovascular system
EMAP:4366	TS20 arterial system	EMAPA:16201	arterial system
EMAP:4367	TS20 arch of aorta	EMAPA:17613	arch of aorta
EMAP:4368	TS20 basilar artery	EMAPA:17307	basilar artery
EMAP:4369	TS20 branchial arch artery	EMAPA:16684	branchial arch artery
EMAP:4370	TS20 6th arch artery	EMAPA:17005	6th arch artery
EMAP:4371	TS20 dorsal aorta	EMAPA:16204	dorsal aorta
EMAP:4372	TS20 common dorsal aorta	EMAPA:16327	common dorsal aorta
EMAP:4373	TS20 left dorsal aorta	EMAPA:16205	left dorsal aorta
EMAP:4374	TS20 right dorsal aorta	EMAPA:16206	right dorsal aorta
EMAP:4375	TS20 ductus caroticus	EMAPA:17006	ductus caroticus
EMAP:4376	TS20 hyoid artery	EMAPA:17308	hyoid artery
EMAP:4377	TS20 iliac artery	EMAPA:17309	iliac artery
EMAP:4378	TS20 external iliac artery	EMAPA:17614	external iliac artery
EMAP:4379	TS20 common iliac artery	EMAPA:17310	common iliac artery
EMAP:4380	TS20 innominate artery	EMAPA:17615	innominate artery
EMAP:4381	TS20 internal carotid artery	EMAPA:16328	internal carotid artery
EMAP:4382	TS20 intersegmental artery	EMAPA:17616	intersegmental artery
EMAP:4383	TS20 maxillary artery	EMAPA:17311	maxillary artery
EMAP:4384	TS20 mesenteric artery	EMAPA:17312	mesenteric artery
EMAP:4385	TS20 ophthalmic artery	EMAPA:17007	ophthalmic artery
EMAP:4386	TS20 principal artery to forelimb	EMAPA:16811	principal artery to forelimb
EMAP:4387	TS20 principal artery to hindlimb	EMAPA:16812	principal artery to hindlimb
EMAP:4388	TS20 pulmonary artery	EMAPA:17008	pulmonary artery
EMAP:4389	TS20 stapedial artery	EMAPA:17313	stapedial artery
EMAP:4390	TS20 subclavian artery	EMAPA:17617	subclavian artery
EMAP:4391	TS20 umbilical artery embryonic part	EMAPA:16331	umbilical artery embryonic part
EMAP:4392	TS20 left umbilical artery	EMAPA:16544	left umbilical artery
EMAP:4393	TS20 right umbilical artery	EMAPA:16545	right umbilical artery
EMAP:4394	TS20 vertebral artery	EMAPA:17314	vertebral artery
EMAP:4395	TS20 blood	EMAPA:16332	blood
EMAP:4396	TS20 heart	EMAPA:16105	heart
EMAP:4397	TS20 atrio-ventricular canal	EMAPA:16546	atrio-ventricular canal
EMAP:4398	TS20 atrio-ventricular cushion tissue	EMAPA:17618	atrio-ventricular cushion tissue
EMAP:4399	TS20 atrium	EMAPA:16688	atrium
EMAP:4400	TS20 interatrial septum	EMAPA:17011	interatrial septum
EMAP:4401	TS20 septum primum	EMAPA:17013	septum primum
EMAP:4402	TS20 foramen primum	EMAPA:17173	foramen primum
EMAP:4403	TS20 left atrium	EMAPA:17315	left atrium
EMAP:4404	TS20 left atrium auricular region	EMAPA:17316	left atrium auricular region
EMAP:4405	TS20 left atrium auricular region endocardial lining	EMAPA:17317	left atrium auricular region endocardial lining
EMAP:4406	TS20 left atrium auricular region cardiac muscle	EMAPA:17318	left atrium auricular region cardiac muscle
EMAP:4407	TS20 left atrium endocardial lining	EMAPA:17319	left atrium endocardial lining
EMAP:4408	TS20 left atrium cardiac muscle	EMAPA:17320	left atrium cardiac muscle
EMAP:4409	TS20 right atrium	EMAPA:17321	right atrium
EMAP:4410	TS20 right atrium auricular region	EMAPA:17322	right atrium auricular region
EMAP:4411	TS20 right atrium auricular region endocardial lining	EMAPA:17323	right atrium auricular region endocardial lining
EMAP:4412	TS20 right atrium auricular region cardiac muscle	EMAPA:17324	right atrium auricular region cardiac muscle
EMAP:4413	TS20 right atrium endocardial lining	EMAPA:17325	right atrium endocardial lining
EMAP:4414	TS20 right atrium cardiac muscle	EMAPA:17326	right atrium cardiac muscle
EMAP:4415	TS20 right atrium valve	EMAPA:17327	right atrium valve
EMAP:4416	TS20 right atrium venous valve	EMAPA:17328	right atrium venous valve
EMAP:4417	TS20 heart mesentery	EMAPA:16212	heart mesentery
EMAP:4418	TS20 dorsal mesocardium	EMAPA:16213	dorsal mesocardium
EMAP:4419	TS20 transverse pericardial sinus	EMAPA:16214	transverse pericardial sinus
EMAP:4420	TS20 outflow tract	EMAPA:16346	outflow tract
EMAP:4421	TS20 outflow tract aortic component	EMAPA:17329	outflow tract aortic component
EMAP:4422	TS20 aortico-pulmonary spiral septum	EMAPA:16827	aortico-pulmonary spiral septum
EMAP:4423	TS20 outflow tract pulmonary component	EMAPA:17330	outflow tract pulmonary component
EMAP:4424	TS20 outflow tract pulmonary component proximal part	EMAPA:17619	outflow tract pulmonary component proximal part
EMAP:4425	TS20 pericardium	EMAPA:16133	pericardium
EMAP:4426	TS20 parietal pericardium	EMAPA:17175	parietal pericardium
EMAP:4427	TS20 visceral pericardium	EMAPA:17176	visceral pericardium
EMAP:4428	TS20 sinus venosus	EMAPA:16237	sinus venosus
EMAP:4429	TS20 sinus venosus left horn	EMAPA:16238	sinus venosus left horn
EMAP:4430	TS20 sinus venosus right horn	EMAPA:16239	sinus venosus right horn
EMAP:4431	TS20 heart ventricle	EMAPA:17331	heart ventricle
EMAP:4432	TS20 interventricular groove	EMAPA:17336	interventricular groove
EMAP:4433	TS20 interventricular septum	EMAPA:17333	interventricular septum
EMAP:4434	TS20 interventricular septum endocardial lining	EMAPA:17334	interventricular septum endocardial lining
EMAP:4435	TS20 interventricular septum cardiac muscle	EMAPA:17335	interventricular septum cardiac muscle
EMAP:4436	TS20 left ventricle	EMAPA:17337	left ventricle
EMAP:4437	TS20 left ventricle endocardial lining	EMAPA:17338	left ventricle endocardial lining
EMAP:4438	TS20 left ventricle cardiac muscle	EMAPA:17339	left ventricle cardiac muscle
EMAP:4439	TS20 right ventricle	EMAPA:17340	right ventricle
EMAP:4440	TS20 right ventricle endocardial lining	EMAPA:17341	right ventricle endocardial lining
EMAP:4441	TS20 right ventricle cardiac muscle	EMAPA:17342	right ventricle cardiac muscle
EMAP:4442	TS20 venous system	EMAPA:16240	venous system
EMAP:4443	TS20 cardinal vein	EMAPA:16354	cardinal vein
EMAP:4444	TS20 anterior cardinal vein	EMAPA:16355	anterior cardinal vein
EMAP:4445	TS20 common cardinal vein	EMAPA:16356	common cardinal vein
EMAP:4446	TS20 ductus venosus	EMAPA:17343	ductus venosus
EMAP:4449	TS20 internal jugular vein	EMAPA:17620	internal jugular vein
EMAP:4450	TS20 marginal vein of forelimb	EMAPA:17016	marginal vein of forelimb
EMAP:4451	TS20 marginal vein of hindlimb	EMAPA:17017	marginal vein of hindlimb
EMAP:4452	TS20 mesenteric vein	EMAPA:17348	mesenteric vein
EMAP:4453	TS20 portal vein	EMAPA:17349	portal vein
EMAP:4454	TS20 primary head vein	EMAPA:16242	primary head vein
EMAP:4455	TS20 principal vein of forelimb	EMAPA:17018	principal vein of forelimb
EMAP:4456	TS20 principal vein of hindlimb	EMAPA:17019	principal vein of hindlimb
EMAP:4457	TS20 subcardinal vein	EMAPA:16829	subcardinal vein
EMAP:4458	TS20 subclavian vein	EMAPA:17621	subclavian vein
EMAP:4459	TS20 umbilical vein embryonic part	EMAPA:16243	umbilical vein embryonic part
EMAP:4460	TS20 left umbilical vein embryonic part	EMAPA:16358	left umbilical vein embryonic part
EMAP:4461	TS20 anal region	EMAPA:16831	anal region
EMAP:4462	TS20 endoderm component of anal membrane	EMAPA:17177	endoderm component of anal membrane
EMAP:4463	TS20 rostral two-thirds of anal canal	EMAPA:17350	rostral two-thirds of anal canal
EMAP:4464	TS20 foregut duodenum	EMAPA:17178	foregut duodenum
EMAP:4465	TS20 duodenum rostral part	EMAPA:17179	duodenum rostral part
EMAP:4466	TS20 duodenum rostral part associated mesenchyme	EMAPA:17180	duodenum rostral part associated mesenchyme
EMAP:4467	TS20 duodenum rostral part epithelium	EMAPA:17181	duodenum rostral part epithelium
EMAP:4468	TS20 duodenum rostral part mesentery	EMAPA:17182	duodenum rostral part mesentery
EMAP:4469	TS20 duodenum rostral part mesoduodenum	EMAPA:17183	duodenum rostral part mesoduodenum
EMAP:4470	TS20 duodenum rostral part vascular element	EMAPA:17184	duodenum rostral part vascular element
EMAP:4471	TS20 oesophagus	EMAPA:16833	oesophagus
EMAP:4472	TS20 oesophagus associated mesenchyme	EMAPA:16834	oesophagus associated mesenchyme
EMAP:4473	TS20 oesophagus epithelium	EMAPA:16835	oesophagus epithelium
EMAP:4474	TS20 oesophagus mesentery	EMAPA:16836	oesophagus mesentery
EMAP:4475	TS20 dorsal meso-oesophagus	EMAPA:16837	dorsal meso-oesophagus
EMAP:4476	TS20 oesophagus vascular element	EMAPA:16838	oesophagus vascular element
EMAP:4477	TS20 pharynx	EMAPA:16706	pharynx
EMAP:4478	TS20 pharynx associated mesenchyme	EMAPA:16707	pharynx associated mesenchyme
EMAP:4479	TS20 pharynx epithelium	EMAPA:16708	pharynx epithelium
EMAP:4480	TS20 hyoid cartilage condensation	EMAPA:17622	hyoid cartilage condensation
EMAP:4481	TS20 tongue	EMAPA:17185	tongue
EMAP:4482	TS20 hypobranchial eminence	EMAPA:17352	hypobranchial eminence
EMAP:4483	TS20 lingual swelling	EMAPA:17186	lingual swelling
EMAP:4484	TS20 lateral lingual swelling	EMAPA:17189	lateral lingual swelling
EMAP:4485	TS20 lateral lingual swelling epithelium	EMAPA:17190	lateral lingual swelling epithelium
EMAP:4486	TS20 lateral lingual swelling mesenchyme	EMAPA:17191	lateral lingual swelling mesenchyme
EMAP:4487	TS20 median lingual swelling	EMAPA:17187	median lingual swelling
EMAP:4488	TS20 median lingual swelling epithelium	EMAPA:17188	median lingual swelling epithelium
EMAP:4489	TS20 median lingual swelling mesenchyme	EMAPA:17192	median lingual swelling mesenchyme
EMAP:4490	TS20 occipital myotome	EMAPA:17353	occipital myotome
EMAP:4491	TS20 pharynx vascular element	EMAPA:16709	pharynx vascular element
EMAP:4492	TS20 stomach	EMAPA:17021	stomach
EMAP:4493	TS20 stomach associated mesenchyme	EMAPA:17022	stomach associated mesenchyme
EMAP:4494	TS20 stomach epithelium	EMAPA:17023	stomach epithelium
EMAP:4495	TS20 stomach glandular region	EMAPA:17623	stomach glandular region
EMAP:4496	TS20 stomach glandular region associated mesenchyme	EMAPA:17624	stomach glandular region associated mesenchyme
EMAP:4497	TS20 stomach glandular region epithelium	EMAPA:17625	stomach glandular region epithelium
EMAP:4498	TS20 stomach glandular region vascular element	EMAPA:17626	stomach glandular region vascular element
EMAP:4499	TS20 stomach mesentery	EMAPA:17024	stomach mesentery
EMAP:4500	TS20 dorsal mesogastrium	EMAPA:17025	dorsal mesogastrium
EMAP:4501	TS20 ventral mesogastrium	EMAPA:17026	ventral mesogastrium
EMAP:4502	TS20 stomach proventricular region	EMAPA:17627	stomach proventricular region
EMAP:4503	TS20 stomach proventricular region associated mesenchyme	EMAPA:17628	stomach proventricular region associated mesenchyme
EMAP:4504	TS20 stomach proventricular region epithelium	EMAPA:17629	stomach proventricular region epithelium
EMAP:4505	TS20 stomach proventricular region vascular element	EMAPA:17630	stomach proventricular region vascular element
EMAP:4506	TS20 stomach pyloric region	EMAPA:17631	stomach pyloric region
EMAP:4507	TS20 stomach pyloric region associated mesenchyme	EMAPA:17632	stomach pyloric region associated mesenchyme
EMAP:4508	TS20 stomach pyloric region epithelium	EMAPA:17633	stomach pyloric region epithelium
EMAP:4509	TS20 stomach pyloric region vascular element	EMAPA:17634	stomach pyloric region vascular element
EMAP:4510	TS20 stomach vascular element	EMAPA:17027	stomach vascular element
EMAP:4511	TS20 foregut-midgut junction associated mesenchyme	EMAPA:16364	foregut-midgut junction associated mesenchyme
EMAP:4512	TS20 foregut-midgut junction epithelium	EMAPA:16564	foregut-midgut junction epithelium
EMAP:4513	TS20 foregut-midgut junction mesentery	EMAPA:16365	foregut-midgut junction mesentery
EMAP:4514	TS20 foregut-midgut junction dorsal mesentery	EMAPA:16366	foregut-midgut junction dorsal mesentery
EMAP:4515	TS20 foregut-midgut junction vascular element	EMAPA:16566	foregut-midgut junction vascular element
EMAP:4516	TS20 hindgut diverticulum	EMAPA:16251	hindgut diverticulum
EMAP:4517	TS20 hindgut diverticulum postanal component	EMAPA:17028	hindgut diverticulum postanal component
EMAP:4518	TS20 hindgut diverticulum postanal component associated mesenchyme	EMAPA:17029	hindgut diverticulum postanal component associated mesenchyme
EMAP:4519	TS20 hindgut diverticulum postanal component epithelium	EMAPA:17030	hindgut diverticulum postanal component epithelium
EMAP:4520	TS20 hindgut diverticulum postanal component vascular element	EMAPA:17031	hindgut diverticulum postanal component vascular element
EMAP:4521	TS20 hindgut diverticulum preanal component	EMAPA:17032	hindgut diverticulum preanal component
EMAP:4522	TS20 hindgut diverticulum preanal component associated mesenchyme	EMAPA:17033	hindgut diverticulum preanal component associated mesenchyme
EMAP:4523	TS20 hindgut diverticulum preanal component epithelium	EMAPA:17034	hindgut diverticulum preanal component epithelium
EMAP:4524	TS20 hindgut diverticulum preanal component vascular element	EMAPA:17035	hindgut diverticulum preanal component vascular element
EMAP:4525	TS20 hindgut	EMAPA:16715	hindgut
EMAP:4526	TS20 hindgut associated mesenchyme	EMAPA:16716	hindgut associated mesenchyme
EMAP:4527	TS20 hindgut epithelium	EMAPA:16717	hindgut epithelium
EMAP:4528	TS20 hindgut mesentery	EMAPA:16718	hindgut mesentery
EMAP:4529	TS20 hindgut dorsal mesentery	EMAPA:16719	hindgut dorsal mesentery
EMAP:4530	TS20 hindgut vascular element	EMAPA:16720	hindgut vascular element
EMAP:4531	TS20 midgut	EMAPA:16255	midgut
EMAP:4532	TS20 midgut duodenum	EMAPA:17193	midgut duodenum
EMAP:4533	TS20 duodenum caudal part	EMAPA:17194	duodenum caudal part
EMAP:4534	TS20 duodenum caudal part associated mesenchyme	EMAPA:17195	duodenum caudal part associated mesenchyme
EMAP:4535	TS20 duodenum caudal part epithelium	EMAPA:17196	duodenum caudal part epithelium
EMAP:4536	TS20 duodenum caudal part mesentery	EMAPA:17197	duodenum caudal part mesentery
EMAP:4537	TS20 duodenum caudal part mesoduodenum	EMAPA:17198	duodenum caudal part mesoduodenum
EMAP:4538	TS20 duodenum caudal part vascular element	EMAPA:17199	duodenum caudal part vascular element
EMAP:4539	TS20 midgut loop	EMAPA:17036	midgut loop
EMAP:4540	TS20 midgut loop associated mesenchyme	EMAPA:17037	midgut loop associated mesenchyme
EMAP:4541	TS20 midgut loop epithelium	EMAPA:17038	midgut loop epithelium
EMAP:4542	TS20 midgut loop mesentery	EMAPA:17039	midgut loop mesentery
EMAP:4543	TS20 midgut loop dorsal mesentery	EMAPA:17040	midgut loop dorsal mesentery
EMAP:4544	TS20 midgut loop vascular element	EMAPA:17041	midgut loop vascular element
EMAP:4545	TS20 rest of midgut	EMAPA:17042	rest of midgut
EMAP:4546	TS20 rest of midgut associated mesenchyme	EMAPA:17043	rest of midgut associated mesenchyme
EMAP:4547	TS20 rest of midgut epithelium	EMAPA:17044	rest of midgut epithelium
EMAP:4548	TS20 rest of midgut mesentery	EMAPA:17045	rest of midgut mesentery
EMAP:4549	TS20 rest of midgut dorsal mesentery	EMAPA:17046	rest of midgut dorsal mesentery
EMAP:4550	TS20 rest of midgut vascular element	EMAPA:17047	rest of midgut vascular element
EMAP:4551	TS20 epiglottal primordium	EMAPA:17354	epiglottal primordium
EMAP:4552	TS20 mandibular process	EMAPA:17355	mandibular process
EMAP:4553	TS20 Meckel's cartilage	EMAPA:17635	Meckel's cartilage
EMAP:4554	TS20 mandible primordium	EMAPA:17356	mandible primordium
EMAP:4555	TS20 mandible primordium alveolar sulcus	EMAPA:17636	mandible primordium alveolar sulcus
EMAP:4556	TS20 mandibular process mesenchyme	EMAPA:17357	mandibular process mesenchyme
EMAP:4557	TS20 maxillary process	EMAPA:17359	maxillary process
EMAP:4558	TS20 maxillary process epithelium	EMAPA:17637	maxillary process epithelium
EMAP:4559	TS20 maxillary process skeleton	EMAPA:17638	maxillary process skeleton
EMAP:4560	TS20 maxilla	EMAPA:17639	maxilla
EMAP:4561	TS20 maxillary process mesenchyme	EMAPA:17361	maxillary process mesenchyme
EMAP:4562	TS20 maxillary process alveolar sulcus	EMAPA:17640	maxillary process alveolar sulcus
EMAP:4563	TS20 palatal shelf	EMAPA:17362	palatal shelf
EMAP:4564	TS20 palatal shelf epithelium	EMAPA:17363	palatal shelf epithelium
EMAP:4565	TS20 palatal shelf mesenchyme	EMAPA:17364	palatal shelf mesenchyme
EMAP:4566	TS20 premaxilla	EMAPA:17641	premaxilla
EMAP:4567	TS20 primary palate	EMAPA:17642	primary palate
EMAP:4568	TS20 primary palate epithelium	EMAPA:17643	primary palate epithelium
EMAP:4569	TS20 primary palate mesenchyme	EMAPA:17644	primary palate mesenchyme
EMAP:4570	TS20 liver and biliary system	EMAPA:16840	liver and biliary system
EMAP:4571	TS20 common bile duct	EMAPA:17201	common bile duct
EMAP:4572	TS20 cystic duct	EMAPA:16841	cystic duct
EMAP:4573	TS20 gall bladder	EMAPA:17202	gall bladder
EMAP:4574	TS20 hepatic duct	EMAPA:16843	hepatic duct
EMAP:4575	TS20 hepatic duct extrahepatic part	EMAPA:16844	hepatic duct extrahepatic part
EMAP:4576	TS20 hepatic duct intrahepatic part	EMAPA:16845	hepatic duct intrahepatic part
EMAP:4577	TS20 liver	EMAPA:16846	liver
EMAP:4578	TS20 hepatic sinusoids	EMAPA:17365	hepatic sinusoids
EMAP:4579	TS20 liver parenchyma	EMAPA:17203	liver parenchyma
EMAP:4580	TS20 urinary system	EMAPA:17366	urinary system
EMAP:4581	TS20 urinary system mesentery	EMAPA:17367	urinary system mesentery
EMAP:4582	TS20 urogenital mesentery	EMAPA:17368	urogenital mesentery
EMAP:4587	TS20 metanephros	EMAPA:17373	metanephros
EMAP:4589	TS20 cap mesenchyme	EMAPA:17645	cap mesenchyme
EMAP:4590	TS20 primitive collecting duct	EMAPA:17646	primitive collecting duct
EMAP:4591	TS20 ureter	EMAPA:17950	ureter
EMAP:4592	"TS20 nephric duct, metanephric portion"	EMAPA:17377	"nephric duct, metanephric portion"
EMAP:4593	TS20 urogenital membrane	EMAPA:17378	urogenital membrane
EMAP:4594	TS20 urogenital sinus	EMAPA:17379	urogenital sinus
EMAP:4595	TS20 urorectal septum	EMAPA:17380	urorectal septum
EMAP:4596	TS20 reproductive system	EMAPA:17381	reproductive system
EMAP:4602	TS20 respiratory system	EMAPA:16727	respiratory system
EMAP:4603	TS20 arytenoid swelling cartilage condensation	EMAPA:17652	arytenoid swelling cartilage condensation
EMAP:4604	TS20 lung	EMAPA:16728	lung
EMAP:4605	TS20 left lung	EMAPA:17653	left lung
EMAP:4606	TS20 left lung associated mesenchyme	EMAPA:17654	left lung associated mesenchyme
EMAP:4607	TS20 left lung epithelium	EMAPA:17655	left lung epithelium
EMAP:4608	TS20 left lung lobar bronchus	EMAPA:17656	left lung lobar bronchus
EMAP:4609	TS20 left lung lobar bronchus associated mesenchyme	EMAPA:17657	left lung lobar bronchus associated mesenchyme
EMAP:4610	TS20 left lung lobar bronchus epithelium	EMAPA:17658	left lung lobar bronchus epithelium
EMAP:4611	TS20 left lung lobar bronchus vascular element	EMAPA:17659	left lung lobar bronchus vascular element
EMAP:4612	TS20 left lung vascular element	EMAPA:17660	left lung vascular element
EMAP:4613	TS20 right lung	EMAPA:17661	right lung
EMAP:4614	TS20 right lung associated mesenchyme	EMAPA:17662	right lung associated mesenchyme
EMAP:4615	TS20 right lung epithelium	EMAPA:17663	right lung epithelium
EMAP:4616	TS20 right lung lobar bronchus	EMAPA:17664	right lung lobar bronchus
EMAP:4617	TS20 right lung lobar bronchus associated mesenchyme	EMAPA:17665	right lung lobar bronchus associated mesenchyme
EMAP:4618	TS20 right lung lobar bronchus epithelium	EMAPA:17666	right lung lobar bronchus epithelium
EMAP:4619	TS20 right lung lobar bronchus vascular element	EMAPA:17667	right lung lobar bronchus vascular element
EMAP:4620	TS20 right lung vascular element	EMAPA:17668	right lung vascular element
EMAP:4621	TS20 respiratory tract	EMAPA:16737	respiratory tract
EMAP:4622	TS20 lower respiratory tract	EMAPA:16738	lower respiratory tract
EMAP:4623	TS20 main bronchus	EMAPA:16849	main bronchus
EMAP:4624	TS20 main bronchus associated mesenchyme	EMAPA:16850	main bronchus associated mesenchyme
EMAP:4625	TS20 main bronchus epithelium	EMAPA:16851	main bronchus epithelium
EMAP:4626	TS20 main bronchus vascular element	EMAPA:16852	main bronchus vascular element
EMAP:4627	TS20 trachea	EMAPA:16853	trachea
EMAP:4628	TS20 trachea associated mesenchyme	EMAPA:16854	trachea associated mesenchyme
EMAP:4629	TS20 trachea epithelium	EMAPA:16855	trachea epithelium
