term,curie,acc,name,description,is_obsolete,replacement,replacement_acc
http://purl.obolibrary.org/obo/ECO_0007530,ECO:0007530,ECO:0007530,cell transfection experiment evidence used in automatic assertion,A type of cell transfection experiment evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007790,ECO:0007790,ECO:0007790,defarnesylation assay evidence used in automatic assertion,A type of defarnesylation assay evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0001136,ECO:0001136,ECO:0001136,WST-1 assay evidence,A type of cell proliferation assay evidence resulting from the assessment of metabolic activity from a water-soluble tetrazolium salt WST-1 being reduced outside the cell (by reacting with mitochondrial succinate-tetrazolium reductase) to form a formazan dye.,,,
http://purl.obolibrary.org/obo/ECO_0007257,ECO:0007257,ECO:0007257,phylogenetic distribution evidence used in automatic assertion,A type of phylogenetic distribution evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0000054,ECO:0000054,ECO:0000054,double mutant phenotypic evidence,A type of mutant phenotype evidence resulting from an experiment typically constructed to determine if two different genes have an observable genetic interaction (functional connection) as the result of a mutation occurring in the alleles of the two genes of interest.,,,
http://purl.obolibrary.org/obo/ECO_0007753,ECO:0007753,ECO:0007753,curator inference from encyclopedia used in manual assertion,A type of curator inference from encyclopedia that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0001001,ECO:0001001,ECO:0001001,3D cell culture evidence,A type of cell proliferation assay evidence resulting from the growth of cells in a micro-environment that mimics real tissue and establishes physiological cell-cell and cell-substrate interactions that regulate proliferation and differentiation.,,,
http://purl.obolibrary.org/obo/ECO_0001261,ECO:0001261,ECO:0001261,WST-1 assay evidence used in manual assertion,A type of WST-1 assay evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0000017,ECO:0000017,ECO:0000017,ectopic expression evidence,A type of experimental phenotypic evidence where a transgenic strain carrying the construct of a promoter cDNA fusion in which a gene of interest is driven by a defined promoter or enhancer is ectopically expressed in the defined pattern to characterize potential cellular properties and functions of a protein of interest.,,,
http://purl.obolibrary.org/obo/ECO_0007122,ECO:0007122,ECO:0007122,in vitro assay evidence used in manual assertion,A type of in vitro assay evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0000277,ECO:0000277,ECO:0000277,Nimblegen array evidence used in manual assertion,A type of evidence arising from a Nimblegen array experiment that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007382,ECO:0007382,ECO:0007382,dominant-negative mutant phenotypic evidence used in automatic assertion,A type of dominant-negative mutant phenotypic evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007716,ECO:0007716,ECO:0007716,staining evidence used in manual assertion,A type of staining evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0006138,ECO:0006138,ECO:0006138,molecular mechanics simulation evidence,A type of computational evidence where the energy of a molecular system is predicted as a function of its conformation.,,,
http://purl.obolibrary.org/obo/ECO_0005566,ECO:0005566,ECO:0005566,sustained current evidence,A type of electrophysiology assay evidence that involves the measurement of the current that persists after the fast and slow inactivation of the analyzed channels.,,,
http://purl.obolibrary.org/obo/ECO_0006040,ECO:0006040,ECO:0006040,genetically encoded fluorescent ion concentration sensor assay evidence,"A type of genetically encoded fluorescent electrophysiology assay evidence that is based on direct, quantitative measurement of ion concentration using a genetically encoded fluorescent sensor.",,,
http://purl.obolibrary.org/obo/ECO_0001224,ECO:0001224,ECO:0001224,knockin evidence used in manual assertion,A type of knockin evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0001818,ECO:0001818,ECO:0001818,hydroxyl-radical footprinting evidence,"A type of nucleic acid binding evidence used to identify protein-binding sites on the DNA molecule where DNA that has been bound to protein is digested with hydroxyl radical produced by reduction of hydrogen peroxide with iron (II), followed by separating the cleavage products on a denaturing electrophoresis gel.",,,
http://purl.obolibrary.org/obo/ECO_0005802,ECO:0005802,ECO:0005802,cell transfection experiment evidence used in manual assertion,A type of cell transfection experiment evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007345,ECO:0007345,ECO:0007345,annexin-V staining evidence used in automatic assertion,A type of annexin-V staining evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0000142,ECO:0000142,ECO:0000142,protein:ion binding evidence,A type of protein binding evidence resulting from a metal ion binding to a protein at a specific binding site.,,,
http://purl.obolibrary.org/obo/ECO_0007841,ECO:0007841,ECO:0007841,curator inference from Merriam-Webster Dictionary used in automatic assertion,A type of curator inference from Merriam-Webster Dictionary that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0005529,ECO:0005529,ECO:0005529,random mutagenesis phenotypic evidence,"A type of mutant phenotype evidence where a mutagenic product or process is used to alter the nucleotide sequence and thus induce genetic mutation.  Examples include, but are not limited to mutagenic compounds, irradiation, PCR w/ degenerate primers, etc.",,,
http://purl.obolibrary.org/obo/ECO_0006003,ECO:0006003,ECO:0006003,electron microscopy evidence used in manual assertion,A type of electron microscopy evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007308,ECO:0007308,ECO:0007308,protein expression level evidence used in automatic assertion,A type of protein expression level evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007568,ECO:0007568,ECO:0007568,yeast one-hybrid evidence used in automatic assertion,A type of yeast one-hybrid evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0000105,ECO:0000105,ECO:0000105,Nimblegen array evidence,A type of cDNA to DNA expression microarray evidence resulting from the use of a proprietary NimbleGen array to measure expression levels.,,,
http://purl.obolibrary.org/obo/ECO_0007210,ECO:0007210,ECO:0007210,green fluorescent protein fusion protein localization evidence used in automatic assertion,A type of green fluorescent protein fusion protein localization evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007470,ECO:0007470,ECO:0007470,restriction landmark genomic scanning evidence used in automatic assertion,A type of restriction landmark genomic scanning evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007804,ECO:0007804,ECO:0007804,in vitro transcription reconstitution assay evidence used in automatic assertion,A type of in vitro transcription reconstitution assay evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0001076,ECO:0001076,ECO:0001076,in vivo deacetylation assay evidence,A type of deacetylation assay evidence used in an in vivo experiment.,,,
http://purl.obolibrary.org/obo/ECO_0005654,ECO:0005654,ECO:0005654,phylogenetic footprinting evidence used in manual assertion,A type of phylogenetic footprinting evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0001572,ECO:0001572,ECO:0001572,colony diameter phenotype evidence used in automatic assertion,A type of colony diameter phenotype evidence that is used in automatic assertion,,,
http://purl.obolibrary.org/obo/ECO_0007197,ECO:0007197,ECO:0007197,voucher specimen phenotypic analysis evidence used in automatic assertion,A type of voucher specimen phenotypic analysis evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0000328,ECO:0000328,ECO:0000328,coding sequence splice pattern evidence,"A type of transcript splice pattern evidence that is based on the exon combination of a coding sequence (CDS), a sub-feature of a whole transcript.",,,
http://purl.obolibrary.org/obo/ECO_0007433,ECO:0007433,ECO:0007433,mass spectrometry evidence used in automatic assertion,A type of mass spectrometry evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007693,ECO:0007693,ECO:0007693,transcription assay evidence used in manual assertion,A type of transcription assay evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0000230,ECO:0000230,ECO:0000230,chromatin immunoprecipitation-chip evidence,A type of chromatin immunoprecipitation evidence that uses a tiling microarray for the detection of protein-bound DNA regions where chromatin is immunoprecipitated for protein tagging and DNA is sheared from the cross-linked protein-DNA complex to be arrayed revealing the protein-bound genomic regions.,,,
http://purl.obolibrary.org/obo/ECO_0001039,ECO:0001039,ECO:0001039,DNA laddering assay evidence,A type of apoptotic assay evidence resulting from the visualization via gel electrophoresis of the fragmented DNA (DNA ladder) which is the result of apoptotic DNA fragmentation.,,,
http://purl.obolibrary.org/obo/ECO_0005617,ECO:0005617,ECO:0005617,chloramphenicol acetyltransferase reporter gene assay evidence used in manual assertion,A type of chloramphenicol acetyltransferase reporter gene assay evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007062,ECO:0007062,ECO:0007062,light scattering assay evidence used in manual assertion,A type of light scattering assay evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007656,ECO:0007656,ECO:0007656,manually integrated combinatorial experimental evidence used in manual assertion,A type of manually integrated combinatorial experimental evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0006078,ECO:0006078,ECO:0006078,immunological assay evidence used in manual assertion,A type of affinity evidence that is used in manual assertion resulting from quantitation of the analyte which depends on the reaction of an antigen (analyte) and an antibody.,,,
http://purl.obolibrary.org/obo/ECO_0001164,ECO:0001164,ECO:0001164,co-sedimentation assay evidence used in manual assertion,A type of co-sedimentation assay evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007025,ECO:0007025,ECO:0007025,indirect Coombs test evidence,A type of agglutination test evidence that results in screening of antibodies against red blood cell antigens (other than the A and B antigens) that are unbound in a patient's serum in vitro.,,,
http://purl.obolibrary.org/obo/ECO_0007285,ECO:0007285,ECO:0007285,cut-open oocyte voltage clamp recording evidence used in automatic assertion,A type of cut-open oocyte voltage clamp recording evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007619,ECO:0007619,ECO:0007619,static light scattering assay evidence used in automatic assertion,A type of static light scattering assay evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0000082,ECO:0000082,ECO:0000082,polymerase chain reaction evidence,A type of experimental genomic evidence where DNA polymerase is used to synthesize new strand of DNA complementary to the offered template strand.,true,,
http://purl.obolibrary.org/obo/ECO_0007521,ECO:0007521,ECO:0007521,quantitative polymerase chain reaction evidence used in automatic assertion,A type of quantitative polymerase chain reaction evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007781,ECO:0007781,ECO:0007781,cytotoxicity assay evidence used in automatic assertion,A type of cytotoxicity assay evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0001127,ECO:0001127,ECO:0001127,surface plasmon resonance evidence,"A type of physical interaction evidence based on real-time, rapid plasmon generation on the interface between a planar surface and vacuum that measures changes in refractive index close to the sensor surface when an analyte and its immobilized ligand bind to observe and characterize molecular interaction.",,,
http://purl.obolibrary.org/obo/ECO_0007248,ECO:0007248,ECO:0007248,cap analysis of gene expression evidence used in automatic assertion,A type of cap analysis of gene expression evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0000045,ECO:0000045,ECO:0000045,spatial pattern of protein expression evidence,A type of protein expression evidence that accounts for the position of RNA translation to a protein product ranging in scale from differing tissues to regions of an anatomical structure.,,,
http://purl.obolibrary.org/obo/ECO_0007150,ECO:0007150,ECO:0007150,plasmid maintenance assay evidence used in manual assertion,A type of plasmid maintenance assay evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007744,ECO:0007744,ECO:0007744,combinatorial computational and experimental evidence used in manual assertion,A type of combinatorial computational and experimental evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0005594,ECO:0005594,ECO:0005594,immunoperoxidase immunolocalization evidence,A type of immunolocalization evidence involving enzymatic detection of a peroxidase tagged antibody.,,,
http://purl.obolibrary.org/obo/ECO_0001252,ECO:0001252,ECO:0001252,protein sequencing assay evidence used in manual assertion,A type of protein sequencing assay evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0001846,ECO:0001846,ECO:0001846,cell population optical density evidence used in automatic assertion,A type of cell population optical density evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0000008,ECO:0000008,ECO:0000008,expression pattern evidence,A type of experimental evidence that is based on characterization of gene expression.,,,
http://purl.obolibrary.org/obo/ECO_0007113,ECO:0007113,ECO:0007113,protein separation followed by fragment identification evidence used in manual assertion,A type of protein separation followed by fragment identification evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0000268,ECO:0000268,ECO:0000268,flow cytometry evidence,A type of direct assay evidence in which cells or particles are characterized by passing them through a light source and monitoring the resultant light scatter or fluorochrome excitation.,,,
http://purl.obolibrary.org/obo/ECO_0007373,ECO:0007373,ECO:0007373,protein binding evidence used in automatic assertion,A type of protein binding evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007707,ECO:0007707,ECO:0007707,protein inhibition evidence used in manual assertion,A type of protein inhibition evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0000170,ECO:0000170,ECO:0000170,transcriptional activation assay evidence,"A type of transcription assay evidence in which sequence-specific binding proteins that increase transcription of a specific target gene or genes are identified, quantified, and/or analyzed.",,,
http://purl.obolibrary.org/obo/ECO_0005557,ECO:0005557,ECO:0005557,multiple sequence alignment evidence used in automatic assertion,A type of multiple sequence alignment evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0006031,ECO:0006031,ECO:0006031,immunolocalization evidence used in manual assertion,A type of immunolocalization evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0001215,ECO:0001215,ECO:0001215,in vivo methylation assay evidence used in manual assertion,A type of in vivo methylation assay evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0001809,ECO:0001809,ECO:0001809,DNA affinity chromatography evidence,A type of chromatography evidence where immobilized promoter DNA is labeled and bound to a matrix through which a protein mixture is poured and then eluted to purify specific DNA binding proteins.,,,
http://purl.obolibrary.org/obo/ECO_0007336,ECO:0007336,ECO:0007336,51Cr release assay evidence used in automatic assertion,A type of 51Cr release assay evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007596,ECO:0007596,ECO:0007596,agglutination test evidence used in automatic assertion,A type of agglutination test evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007832,ECO:0007832,ECO:0007832,inferential evidence used in automatic assertion,A type of inferential evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007559,ECO:0007559,ECO:0007559,pharmacological assay evidence used in automatic assertion,A type of pharmacological assay evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007201,ECO:0007201,ECO:0007201,developmental similarity evidence used in automatic assertion,A type of developmental similarity evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007461,ECO:0007461,ECO:0007461,WST-1 assay evidence used in automatic assertion,A type of WST-1 assay evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0001067,ECO:0001067,ECO:0001067,in vitro phosphatase assay evidence,A type of phosphatase assay evidence used in an in vitro experiment.,,,
http://purl.obolibrary.org/obo/ECO_0005645,ECO:0005645,ECO:0005645,interferometric reflectance imaging sensor evidence used in manual assertion,A type of interferometric reflectance imaging sensor evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0001563,ECO:0001563,ECO:0001563,cell growth assay evidence,"A type of direct assay evidence where biological cell development, i.e. an increase in cell mass and size are measured.",,,
http://purl.obolibrary.org/obo/ECO_0007188,ECO:0007188,ECO:0007188,capillary assay evidence used in manual assertion,A type of capillary assay evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007090,ECO:0007090,ECO:0007090,structural similarity evidence used in manual assertion,A type of structural similarity evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0000319,ECO:0000319,ECO:0000319,biological aspect of descendant evidence used in manual assertion,A type of biological aspect of descendant evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007424,ECO:0007424,ECO:0007424,in vivo translation assay evidence used in automatic assertion,A type of in vivo translation assay evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007684,ECO:0007684,ECO:0007684,protein separation evidence used in manual assertion,A type of protein separation evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0000221,ECO:0000221,ECO:0000221,high throughput nucleotide sequencing assay evidence,A type of nucleotide sequencing assay evidence in which a sequence is derived from a parallelized sequencing technique.,,,
http://purl.obolibrary.org/obo/ECO_0005014,ECO:0005014,ECO:0005014,in vitro cell based assay evidence,,true,,
http://purl.obolibrary.org/obo/ECO_0005608,ECO:0005608,ECO:0005608,tumble frequency assay evidence,A type of chemotaxis assay evidence where the presence or absence of positive or negative chemotaxis in swimming organisms is determined by measuring chemotaxis in response to sudden concentration changes from one uniform spatial environment to another.,,,
http://purl.obolibrary.org/obo/ECO_0001192,ECO:0001192,ECO:0001192,in vitro deacetylation assay evidence used in manual assertion,A type of in vitro deacetylation assay evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007053,ECO:0007053,ECO:0007053,koehler illumination microscopy evidence,A type of microscopy evidence that results in a bright image without glare and minimum heating of the specimen by employing both field and an aperture iris diaphragm for illumination.,,,
http://purl.obolibrary.org/obo/ECO_0007647,ECO:0007647,ECO:0007647,curator inference from authoritative source,"A type of curator inference that is from what is generally considered an authoritative source on the topic, including model organism databases, newspaper articles, books, journal publications, etc.",,,
http://purl.obolibrary.org/obo/ECO_0006069,ECO:0006069,ECO:0006069,RNA-sequencing evidence used in automatic assertion,A type of high throughput nucleotide sequencing assay evidence used in an automatic assertion based on high-throughput (HT) sequencing of fragmented cDNA molecules.,,,
http://purl.obolibrary.org/obo/ECO_0001155,ECO:0001155,ECO:0001155,bromodeoxyuridine incorporation assay evidence used in manual assertion,A type of bromodeoxyuridine incorporation assay evidence used in manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007016,ECO:0007016,ECO:0007016,voltammetry evidence used in manual assertion,A type of voltammetry evidence that is used in a manual assertion.,,,
http://purl.obolibrary.org/obo/ECO_0007276,ECO:0007276,ECO:0007276,sustained current evidence used in automatic assertion,A type of sustained current evidence that is used in an automatic assertion.,,,
http://purl.obolibrary.org/obo/ECO_0000073,ECO:0000073,ECO:0000073,experimental genomic evidence,A type of experimental evidence that is based on the characterization of an attribute of the genome underlying a gene product.,true,,
