term,curie,acc,name,description,is_obsolete,replacement,replacement_acc
http://purl.obolibrary.org/obo/MPATH_408,MPATH:408,MPATH:408,soft tissue fibrosarcoma,"Malignant tumor derived from pluripotential mesenchymal stem cells; fibroblasts, fibrocytes (M-8810/3).",,,
http://purl.obolibrary.org/obo/MPATH_702,MPATH:702,MPATH:702,acquired aspermia,,,,
http://purl.obolibrary.org/obo/MPATH_496,MPATH:496,MPATH:496,Non-Lymphoid leukaemias,Neoplasms of non-lymphoid haematopoietic lineage. Must have at least 20% blast cells to meet this definition.,,,
http://purl.obolibrary.org/obo/MPATH_790,MPATH:790,MPATH:790,bilateral retinal degeneration,Retinal degeneration of both eyes.,,,
http://purl.obolibrary.org/obo/MPATH_243,MPATH:243,MPATH:243,central nervous system tumor,"Neoplasm of the neurones, glia or meninges of the CNS.",,,
http://purl.obolibrary.org/obo/MPATH_30,MPATH:30,MPATH:30,cystic medial necrosis,"Loss of muscle fibers and elastin in the media of the aorta, with accumulation of mucopolysaccharide.",,,
http://purl.obolibrary.org/obo/MPATH_715,MPATH:715,MPATH:715,sinusitis,,,,
http://purl.obolibrary.org/obo/MPATH_256,MPATH:256,MPATH:256,carcinosarcoma,Possible origin from smooth muscle cells or pluripotential embryonic mesenchymal cells. May show up to three cellular componants including carcinoma and sarcoma type appearances. (M-8980/3).,,,
http://purl.obolibrary.org/obo/MPATH_43,MPATH:43,MPATH:43,lipofuscin deposition,Intracellular deposition of brown pigment granules probably representing lipid-containing residues of lysosomal digestion. Often age related.,,,
http://purl.obolibrary.org/obo/MPATH_551,MPATH:551,MPATH:551,sarcoma,"A connective tissue neoplasm, usually highly malignant, formed by proliferation of mesodermal cells.",,,
http://purl.obolibrary.org/obo/MPATH_550,MPATH:550,MPATH:550,sarcoma,"A connective tissue neoplasm, usually highly malignant, formed by proliferation of mesodermal cells.",true,,
http://purl.obolibrary.org/obo/MPATH_728,MPATH:728,MPATH:728,pulmonary hemosiderosis,,,,
http://purl.obolibrary.org/obo/MPATH_56,MPATH:56,MPATH:56,developmental or adult structural  defect,"Structural, physical or other general defect of prenatal development of the embryo and the placenta, or such as are acquired in the adult.",,,
http://purl.obolibrary.org/obo/MPATH_269,MPATH:269,MPATH:269,adenocarcinoma in situ,A noninvasive abnormal proliferation of glands believed to precede the appearance of invasive adenocarcinoma. (M-8140/2).,,,
http://purl.obolibrary.org/obo/MPATH_563,MPATH:563,MPATH:563,mucinous carcinoma,carcinoma derived from gastrointestinal epithelium with a high mucinous content. (M-8480/3).,,,
http://purl.obolibrary.org/obo/MPATH_310,MPATH:310,MPATH:310,germ cell tumor,Neoplasms derived from germ cells. May be gonadal or extragonadal and are derived from primordial germ cells.,,,
http://purl.obolibrary.org/obo/MPATH_69,MPATH:69,MPATH:69,ectopia,ectopia,true,,
http://purl.obolibrary.org/obo/MPATH_576,MPATH:576,MPATH:576,trichofolliculoma,Basaloid neoplasm with numerous mature hair follicles and hair formation.,,,
http://purl.obolibrary.org/obo/MPATH_870,MPATH:870,MPATH:870,junctional epidermolysis bullosa,severe type of the disorder generally apparent at birth.Junctional epidermolysis bullosa involves defects in hemidesmosomes. t,,,
http://purl.obolibrary.org/obo/MPATH_323,MPATH:323,MPATH:323,gonadal somatic cell tumor,Neoplasms derived from the non-germ cell derived tissues of the testis and ovary.,,,
http://purl.obolibrary.org/obo/MPATH_589,MPATH:589,MPATH:589,dysplasia,Distortion or deficiency of the tissue or cellular architecture.,,,
http://purl.obolibrary.org/obo/MPATH_132,MPATH:132,MPATH:132,severe intra-epithelial neoplasia,Severe non-invasive malignancy associated changes in cell morphology and tissue architecture confined to the epithelium alone.,,,
http://purl.obolibrary.org/obo/MPATH_883,MPATH:883,MPATH:883,pneumonitis,"An interstitial, granulomatous, fibrosing inflammation of the lung, especially of the bronchioles and alveoli.",,,
http://purl.obolibrary.org/obo/MPATH_336,MPATH:336,MPATH:336,leukaemia,leukaemia,true,,
http://purl.obolibrary.org/obo/MPATH_630,MPATH:630,MPATH:630,karyomegaly,Abnormally increased nuclear size.,,,
http://purl.obolibrary.org/obo/MPATH_808,MPATH:808,MPATH:808,lymphedema,Accumulation of interstitial fluid caused by blockage or failure of the lymphatic system.,,,
http://purl.obolibrary.org/obo/MPATH_171,MPATH:171,MPATH:171,squamous metaplasia,Change of a glandular or mucosal epithelium into squamous epithelium.,,,
http://purl.obolibrary.org/obo/MPATH_349,MPATH:349,MPATH:349,mast cell tumor,mast cell tumor,true,,
http://purl.obolibrary.org/obo/MPATH_643,MPATH:643,MPATH:643,serous exudate,Non-cellular fluid that filters from the circulatory system and accumulates in lesions or areas of inflammation.,,,
http://purl.obolibrary.org/obo/MPATH_184,MPATH:184,MPATH:184,sclerosis,Any pathological thickening or hardening of a tissue.,,,
http://purl.obolibrary.org/obo/MPATH_656,MPATH:656,MPATH:656,hemolysis,Rupture or disruption of erythrocytes with release of contents.,,,
http://purl.obolibrary.org/obo/MPATH_109,MPATH:109,MPATH:109,edema,An accumulation of an excessive amount of watery fluid in cells or intercellular tissues.,,,
http://purl.obolibrary.org/obo/MPATH_403,MPATH:403,MPATH:403,paraganglioma,A neoplasm composed of derivatives of CHIEF cells usually in single encapsulated nodular masses surrounded with sustentacular cells. ( M- 8711/0).,,,
http://purl.obolibrary.org/obo/MPATH_402,MPATH:402,MPATH:402,glomus tumor,glomus tumor,true,,
http://purl.obolibrary.org/obo/MPATH_197,MPATH:197,MPATH:197,glomerulonephritis,Renal disease characterised by diffuse inflammatory changes in glomeruli not in response to an infectious agent or treatment.,,,
http://purl.obolibrary.org/obo/MPATH_491,MPATH:491,MPATH:491,polyp,"A mass of tissue which projects outward or upward from the normal surface level being macroscopically visible as a hemispheroidal, spheroidal, or irregular moundlike structure growing from a relatively broad base or a slender stalk.",,,
http://purl.obolibrary.org/obo/MPATH_312,MPATH:312,MPATH:312,dysgerminoma,Undifferentiated germ cell tumor of the ovary composed of solid sheets of large polygonal cells with rim of clear cytoplasm (M-9060/3).,,,
http://purl.obolibrary.org/obo/MPATH_669,MPATH:669,MPATH:669,foreign body tracheitis,,,,
http://purl.obolibrary.org/obo/MPATH_416,MPATH:416,MPATH:416,angiomyolipoma,"Benign renal neoplasm composed of fat, vascular, and smooth muscle elements. Associated with tuberous sclerosis in humans. Aetiology unknown, but the combination of elements may reflect a lesion specific pattern of metaplasia. (M-8860/0).",,,
http://purl.obolibrary.org/obo/MPATH_710,MPATH:710,MPATH:710,embryonal rhabdomyosarcoma,Malignant mesenchymal tumor that morphologically and phenotypically resembles embryonal skeletal muscle.,,,
http://purl.obolibrary.org/obo/MPATH_251,MPATH:251,MPATH:251,meningioma,meningioma,,,
http://purl.obolibrary.org/obo/MPATH_429,MPATH:429,MPATH:429,myxomatous tumor,Neoplasms resembling primitive mesenchymal tissue with a soft mucous matrix.,,,
http://purl.obolibrary.org/obo/MPATH_723,MPATH:723,MPATH:723,fibromatosis,Systemic manifestation of MPATH: 407.,,,
http://purl.obolibrary.org/obo/MPATH_51,MPATH:51,MPATH:51,hypocalcification,Intrinsic abnormally low level of calcification in a tissue cf. MPATH: 48.,,,
http://purl.obolibrary.org/obo/MPATH_264,MPATH:264,MPATH:264,fibroepithelial tumor,Tumors with epithelial invaginations/linings and a fibrillary and fibrocytic stroma. (M-9000 - M-9030).,,,
http://purl.obolibrary.org/obo/MPATH_345,MPATH:345,MPATH:345,immunoblastic lymphoma,immunoblastic lymphoma,true,,
http://purl.obolibrary.org/obo/MPATH_736,MPATH:736,MPATH:736,ovarian follicular cyst,,,,
http://purl.obolibrary.org/obo/MPATH_64,MPATH:64,MPATH:64,developmental dysplasia,Abnormal development (of organs or tissues) or an abnormal structure resulting from such growth.,,,
http://purl.obolibrary.org/obo/MPATH_277,MPATH:277,MPATH:277,cystadenoma,"A benign neoplasm derived from glandular epithelium, in which cystic accumulations of retained secretions are formed. (M-8440/0).",,,
http://purl.obolibrary.org/obo/MPATH_571,MPATH:571,MPATH:571,pilomatricoma,Tumor composed of the epithelial components of the most proximal (trichogenic) portion of the hair follicle associated with an aberrent hair cortex type of cornification (ghost cells or shadow cells). The most primitive cellular component consists of basophilic cells having scanty cytoplasm and nuclei that occasionally overlap to some extent. In humans mineralisation is common.,,,
http://purl.obolibrary.org/obo/MPATH_749,MPATH:749,MPATH:749,focal pulmonary fibrosis,Various degrees of pulmonary interstitial fibrosis.,,,
http://purl.obolibrary.org/obo/MPATH_77,MPATH:77,MPATH:77,homoeotic change,"Stricto sensu: replacement of one body part or tissue by an homologous structure or tissue, but commonly used incorrectly to describe non-homologous transformations better described as heterotopias or ectopias.",,,
http://purl.obolibrary.org/obo/MPATH_584,MPATH:584,MPATH:584,myelofibrosis,In mice the term refers to accumulation of fibrous connective tissue in the medullary cavity of bones; usually in old mice. In humans the term is synonymous with myeloid metaplasia.,,,
http://purl.obolibrary.org/obo/MPATH_331,MPATH:331,MPATH:331,sertoli cell tumor,Tumor derived from sex cord/stromal cells; Sertoli cells and can occur in both testis and ovary. (M-8640/1).,,,
http://purl.obolibrary.org/obo/MPATH_509,MPATH:509,MPATH:509,cytopenia with increased blasts,Haematopoietic proliferation with evidence of trilineage dysplasia. More than 20% should be blasts.,,,
http://purl.obolibrary.org/obo/MPATH_803,MPATH:803,MPATH:803,trabecular bone thickening,Thickening of trabecular bone.,,,
http://purl.obolibrary.org/obo/MPATH_597,MPATH:597,MPATH:597,cell and tissue damage process,Processes occurring during cell and tissue damage of either intrinsic or extrinsic etiology.,,,
http://purl.obolibrary.org/obo/MPATH_344,MPATH:344,MPATH:344,follicle center cell lymphoma,follicle center cell lymphoma,true,,
http://purl.obolibrary.org/obo/MPATH_816,MPATH:816,MPATH:816,microvesicular lipidosis,"Variant form of hepatic steatosis. Hepatocytes partially or completely filled with numerous small lipid vacuoles. Affected hepatocytes may have a foamy  appearance.Small vacuoles do not normally displace the nucleus to
the periphery in contrast to macrovesicular lipidosis.",,,
http://purl.obolibrary.org/obo/MPATH_357,MPATH:357,MPATH:357,hepatocellular carcinoma,Malignant tumor derived from hepatocytes. (M- 8170/3).,,,
http://purl.obolibrary.org/obo/MPATH_651,MPATH:651,MPATH:651,ventral glossitis,,,,
http://purl.obolibrary.org/obo/MPATH_104,MPATH:104,MPATH:104,spongiotrophoblast defect,"Defect in size, cellular composition, function or organisation of the spongiotrophoblast zone of the placenta.",,,
http://purl.obolibrary.org/obo/MPATH_829,MPATH:829,MPATH:829,true hermaphrodite,possession of both ovary and testis due to primary sex determination defect,,,
http://purl.obolibrary.org/obo/MPATH_192,MPATH:192,MPATH:192,type III hypersensitivity,"Tissue injury mediated by immune complexes. Generally involves immune complexes formed in the blood via antibodies encountering circulating antigens. Immune complexes then deposit in tissues (especially blood vessels and glomeruli), induce complement activation, and result in tissue injury.",,,
http://purl.obolibrary.org/obo/MPATH_664,MPATH:664,MPATH:664,granulomatous peritonitis,,,,
http://purl.obolibrary.org/obo/MPATH_117,MPATH:117,MPATH:117,skin embolism,"Occlusion of vessels, usually small arterioles in the dermis by various emboli.",,,
http://purl.obolibrary.org/obo/MPATH_411,MPATH:411,MPATH:411,granular cell tumor/alveolar sarcoma,granular cell tumor/alveolar sarcoma,true,,
http://purl.obolibrary.org/obo/MPATH_677,MPATH:677,MPATH:677,pyelonephritis,,,,
http://purl.obolibrary.org/obo/MPATH_424,MPATH:424,MPATH:424,intravascular leiomyomatosis,Benign leiomyoma that invades vascular spaces. (M-8890/1).,,,
http://purl.obolibrary.org/obo/MPATH_437,MPATH:437,MPATH:437,neurofibrosarcoma,Malignant neoplasm derived from Schwann cells. (M-9540/3).,,,
http://purl.obolibrary.org/obo/MPATH_343,MPATH:343,MPATH:343,lymphoma,lymphoma,true,,
http://purl.obolibrary.org/obo/MPATH_731,MPATH:731,MPATH:731,Leydig cell hyperplasia,,,,
http://purl.obolibrary.org/obo/MPATH_272,MPATH:272,MPATH:272,bronchioloalveolar adenoma,Benign epithelial neoplasm of the lung. (M-8140/1) 1.2.1.2 in MMHCC classification.,,,
http://purl.obolibrary.org/obo/MPATH_744,MPATH:744,MPATH:744,pigmentary incontinence,Release of melanin pigment in the dermis.,,,
http://purl.obolibrary.org/obo/MPATH_72,MPATH:72,MPATH:72,growth acceleration,"Increase in the rate of growth of an organism, organ or tissue as a consequence of increased proliferation, reduced cell death, or a combination. Not due to an increase in cell size; see Hypertrophy MPATH: 159.",,,
http://purl.obolibrary.org/obo/MPATH_285,MPATH:285,MPATH:285,intraductal papilloma,Benign papilloma arising from ductal epithelium (M- 8503/0 ).,,,
http://purl.obolibrary.org/obo/MPATH_757,MPATH:757,MPATH:757,interstitial mineralization,Foci of mineralization within the interstitium of a tissue.,,,
http://purl.obolibrary.org/obo/MPATH_504,MPATH:504,MPATH:504,non-lymphoid hematopoietic sarcomas,Solid tumor mass composed of non-lymphoid haematopoietic cells.,,,
http://purl.obolibrary.org/obo/MPATH_85,MPATH:85,MPATH:85,transdifferentiation,"Alteration in the differentiation of a cell or tissue already showing a different, recognisable, differentiated state.",,,
http://purl.obolibrary.org/obo/MPATH_298,MPATH:298,MPATH:298,papillary cystadenoma,"A benign neoplasm derived from glandular epithelium, in which cysts contain folds or papillary projections into the lumen. (M-8450/0).",,,
http://purl.obolibrary.org/obo/MPATH_592,MPATH:592,MPATH:592,osteopetrosis,"Excessive formation of dense trabecular bone and mineralized cartilage, especially in long bones, leading to obliteration of marrow spaces and to anemia with myeloid metaplasia and hepatosplenomegaly beginning in infancy, to bone fragility, and to progressive deafness and blindness.",,,
http://purl.obolibrary.org/obo/MPATH_517,MPATH:517,MPATH:517,precursor B cell neoplasms,Lymphoma originating from precursor B-cells.,,,
http://purl.obolibrary.org/obo/MPATH_811,MPATH:811,MPATH:811,epicardial mineralization,Deposition of minerals in the epicardium.,,,
http://purl.obolibrary.org/obo/MPATH_98,MPATH:98,MPATH:98,lymphangiectasis,A stretching and widening of the lymphatic vessels.,,,
http://purl.obolibrary.org/obo/MPATH_352,MPATH:352,MPATH:352,hepatic tumor,Tumors of the liver and biliary apparatus.,,,
http://purl.obolibrary.org/obo/MPATH_824,MPATH:824,MPATH:824,myofibroma,"A benign localized neoplasm arising from the subcutaneous tissues and skeletal muscle. It is characterized by the presence of myofibroblastic hyperchromatic spindle cells, hylanized stroma formation, calcification, necrosis, and a multinodular growth pattern.",,,
http://purl.obolibrary.org/obo/MPATH_365,MPATH:365,MPATH:365,mesothelioma,"Benign or malignant neoplasm derived from the lining cells of the pleura and peritoneum, composed of spindle cells or fibrous tissue which may enclose glandlike spaces lined by cuboidal cells. Epithelioid, fibrous, cystis, papillary, and sarcomatoid variants. (M- 9050/3).",,,
http://purl.obolibrary.org/obo/MPATH_112,MPATH:112,MPATH:112,amniotic fluid embolism,"Occlusion of vessels caused by entry of amniotic fluid, cell and debris into the maternal circulation.",,,
http://purl.obolibrary.org/obo/MPATH_837,MPATH:837,MPATH:837,hepatic mid-zonal fatty metamorphosis,Fatty change in the mid-zonal region of the liver.,,,
http://purl.obolibrary.org/obo/MPATH_378,MPATH:378,MPATH:378,retinoblastoma,Malignant juvenile neoplasm of the eye derived from primitive retinal precursor cells. (M- 9510/3).,,,
http://purl.obolibrary.org/obo/MPATH_672,MPATH:672,MPATH:672,mastocytosis,,,,
http://purl.obolibrary.org/obo/MPATH_125,MPATH:125,MPATH:125,thrombosis,Presence of an occluding or mural thrombus in a blood vessel.,,,
http://purl.obolibrary.org/obo/MPATH_685,MPATH:685,MPATH:685,accessory organ,,,,
http://purl.obolibrary.org/obo/MPATH_138,MPATH:138,MPATH:138,epithelial hyperplasia,Abnormal proliferation of epithelial cells and epithelial components.,,,
http://purl.obolibrary.org/obo/MPATH_432,MPATH:432,MPATH:432,myxosarcoma,"A malignant neoplasm derived from pluripotential mesenchymal stem cells of connective tissue, consisting chiefly of polyhedral and stellate cells that are loosely embedded in a soft mucoid matrix. (M-8840/3).",,,
http://purl.obolibrary.org/obo/MPATH_698,MPATH:698,MPATH:698,exostosis,,,,
http://purl.obolibrary.org/obo/MPATH_445,MPATH:445,MPATH:445,papilloma,A benign tumor consisting of villous or arborescent outgrowths of fibrovascular stroma covered by neoplastic epithelial cells (M-8050/0).,,,
http://purl.obolibrary.org/obo/MPATH_88,MPATH:88,MPATH:88,nephroblastomatosis,nephroblastomatosis,true,,
http://purl.obolibrary.org/obo/MPATH_574,MPATH:574,MPATH:574,nephroblastomatosis,Persistence of metanephrogenic blastema or its presence in the wrong place or at the wrong time. Associated with hyperplastic nephrogenic rests.,,,
http://purl.obolibrary.org/obo/MPATH_6,MPATH:6,MPATH:6,caseous necrosis,"Necrosis characteristic of some inflammatory conditions which represents necrosis with loss of structure of the various cellular and tissue elements; affected tissue manifests a friable, crumbly consistency.",,,
http://purl.obolibrary.org/obo/MPATH_280,MPATH:280,MPATH:280,Harderian gland adenoma,"Adenoma derived from acinar epithelium of the harderian gland. Papillary, cystic, cystic-papillary and acinar forms.",,,
http://purl.obolibrary.org/obo/MPATH_458,MPATH:458,MPATH:458,normal,Normal.,true,,
http://purl.obolibrary.org/obo/MPATH_752,MPATH:752,MPATH:752,barbered,"loss of hair resulting from a behavioral abnormality in which the mouse, or more often other mice mice in the same box, remove hairs, initially vibrissae, from each other.",,,
http://purl.obolibrary.org/obo/MPATH_205,MPATH:205,MPATH:205,immunodeficiency associated infection,"Infection with bacteria, viruses or fungi subsequent to immunodeficiency.",true,,
http://purl.obolibrary.org/obo/MPATH_80,MPATH:80,MPATH:80,obstruction and stenosis,"Occlusion ( partial or complete) of a lumen or space, internally by a space occupying mass or, in the case of stenosis, by local reduction in the diameter of a vessel, duct or the intestine.",,,
http://purl.obolibrary.org/obo/MPATH_293,MPATH:293,MPATH:293,mucinous cystadenoma,"A benign neoplasm derived from glandular epithelium, in which cystic accumulations of mucinous retained secretions are formed. (M-8470/0).",,,
http://purl.obolibrary.org/obo/MPATH_765,MPATH:765,MPATH:765,fracture and healing,Break in bone associated with exostoses.,,,
http://purl.obolibrary.org/obo/MPATH_218,MPATH:218,MPATH:218,neoplasm,A tumor resulting from abnormal and uncontrolled autonomous new cell growth (proliferation)that may be benign or malignant.,,,
http://purl.obolibrary.org/obo/MPATH_512,MPATH:512,MPATH:512,myeloproliferative disease,Non-reactive persistent accumulation of non-lymphoid haematopoietic cells in the blood which infiltrate the spleen and the bone marrow.,,,
http://purl.obolibrary.org/obo/MPATH_93,MPATH:93,MPATH:93,cardiac septation defect,"Abnormality in the wall between the atria or ventricles, or defects in the truncoconal septum, of the heart; usually incomplete closure.",,,
http://purl.obolibrary.org/obo/MPATH_778,MPATH:778,MPATH:778,<new term>,,,,
http://purl.obolibrary.org/obo/MPATH_18,MPATH:18,MPATH:18,cytoskeletal defect,Defect in the structure or function of the cytoskeleton.,,,
http://purl.obolibrary.org/obo/MPATH_525,MPATH:525,MPATH:525,"diffuse large B-cell lymphoma, immunoblastic type",Diffuse large B cell lymphoma with increased number of immunoblasts.,,,
http://purl.obolibrary.org/obo/MPATH_427,MPATH:427,MPATH:427,myoblastoma,myoblastoma,true,,
http://purl.obolibrary.org/obo/MPATH_360,MPATH:360,MPATH:360,melanoma in situ,"A potentially malignant lesion, melanoma in situ is the first phase of growth of melanoma, in which it is still confined to the epithelial domain (epidermis and adnexa) and has not passed through the basement membrane. (M-8720/2).",,,
http://purl.obolibrary.org/obo/MPATH_538,MPATH:538,MPATH:538,mature T-cell neoplasms,Non-thymic neoplasms of mature T cell origin.,,,
http://purl.obolibrary.org/obo/MPATH_832,MPATH:832,MPATH:832,paraphimosis,persistent retraction of the prepuce behind the glans penis,,,
http://purl.obolibrary.org/obo/MPATH_373,MPATH:373,MPATH:373,CNS progenitor tumor,Neoplasms derived from neuroepithelial precursors.,,,
http://purl.obolibrary.org/obo/MPATH_120,MPATH:120,MPATH:120,ecchymosis,A red/purple patch caused by extravasation of blood into the skin. Larger than petechiae.,,,
http://purl.obolibrary.org/obo/MPATH_845,MPATH:845,MPATH:845,partial abortion,Evidence of residual placenta in utero without embryo.,,,
http://purl.obolibrary.org/obo/MPATH_386,MPATH:386,MPATH:386,odontogenic tumor,odontogenic tumor,true,,
http://purl.obolibrary.org/obo/MPATH_379,MPATH:379,MPATH:379,odontogenic tumor,Neoplasm arising from the tissues of the odontogenic apparatus. These tumors are derived from ectodermal tissue (epithelial tumors) or from mesodermal tissue (connective tissue tumors) or are composed of both components (mixed or composite odontogenic tumors) .,,,
http://purl.obolibrary.org/obo/MPATH_680,MPATH:680,MPATH:680,septic urocystitis,,,,
http://purl.obolibrary.org/obo/MPATH_133,MPATH:133,MPATH:133,hypoplasia,Small organ or structure; failure to develop to normal size.,,,
http://purl.obolibrary.org/obo/MPATH_858,MPATH:858,MPATH:858,capillary hemangioma,"Benign proliferation of capillaries made up of closely packed aggregations of capillaries, usually of normal caliber, separated by scant connective stroma.",,,
http://purl.obolibrary.org/obo/MPATH_605,MPATH:605,MPATH:605,metaplastic tissue,A tissue or group of cells in which there has been abnormal transformation of an fully differentiated adult cell or tissue of one kind into a differentiated tissue of another kind.,,,
http://purl.obolibrary.org/obo/MPATH_399,MPATH:399,MPATH:399,aortic body tumor,Paraganglioma arising in the CHIEF cells of the aortic body (M-8691/1).,,,
http://purl.obolibrary.org/obo/MPATH_693,MPATH:693,MPATH:693,pyometra,,,,
http://purl.obolibrary.org/obo/MPATH_440,MPATH:440,MPATH:440,synovial sarcoma,"Malignant neoplasm occurring in close association with tendon sheaths and joint capsules. Biphasic in humans , showing a mixed spindle cell and epithelioid like morphology; this is not seen in rodents to date. (M-9040/3).",,,
http://purl.obolibrary.org/obo/MPATH_514,MPATH:514,MPATH:514,B cell neoplasms,B cell neoplasms,true,,
http://purl.obolibrary.org/obo/MPATH_618,MPATH:618,MPATH:618,myeloid hyperplasia,"Hyperplasia of myeloid lineage, usually in the spleen.",,,
http://purl.obolibrary.org/obo/MPATH_1,MPATH:1,MPATH:1,cell and tissue damage,"The sum of morphological and functional disturbances induced by cell and tissue damage, either from intrinsic gene dysfunction or as a result of external factors.",,,
http://purl.obolibrary.org/obo/MPATH_159,MPATH:159,MPATH:159,hypertrophy,"Increase in size or mass of a cell, tissue or organ without increase in cell proliferation. Cf. Hyperplasia MPATH: 133.",,,
http://purl.obolibrary.org/obo/MPATH_453,MPATH:453,MPATH:453,transitional cell papilloma,"Pre-malignant lesion of transitional cells, papillomatous form ( M- 8120/1).",,,
http://purl.obolibrary.org/obo/MPATH_200,MPATH:200,MPATH:200,myositis,Inflammation of a muscle.,,,
http://purl.obolibrary.org/obo/MPATH_466,MPATH:466,MPATH:466,glaucoma; open angle,Failure of drainage of the eye for unknown reasons.,,,
http://purl.obolibrary.org/obo/MPATH_760,MPATH:760,MPATH:760,ovarian bursal cyst,Marked dilatation of the ovarian bursa.,,,
http://purl.obolibrary.org/obo/MPATH_213,MPATH:213,MPATH:213,acute inflammation,"Inflammation with a recent onset, characterised histologically by primarily granulocyte infiltration, edema and hyperemia.",,,
http://purl.obolibrary.org/obo/MPATH_479,MPATH:479,MPATH:479,vasculogenesis defect,"Defect in formation of blood vessels by vasculogenesis, proliferation or recruitment of endothelial cells.",,,
http://purl.obolibrary.org/obo/MPATH_773,MPATH:773,MPATH:773,abnormal intestine length,Abnormal length of the intestine.,,,
http://purl.obolibrary.org/obo/MPATH_226,MPATH:226,MPATH:226,eccrine gland adenoma,Benign neoplasm of the eccrine gland (M-8408/0).,,,
http://purl.obolibrary.org/obo/MPATH_13,MPATH:13,MPATH:13,piecemeal necrosis,Sensu; hepaticobiliary system. Loss and degeneration of hepatocytes at the portal-lobular interface producing a moth-eaten irregular appearance. Piecemeal necrosis is associated with a lymphocytic infiltrate.,,,
http://purl.obolibrary.org/obo/MPATH_520,MPATH:520,MPATH:520,small B-cell lymphoma,Diffuse accumulation of small mature B-cells.,,,
http://purl.obolibrary.org/obo/MPATH_347,MPATH:347,MPATH:347,small lymphocytic lymphoma,small lymphocytic lymphoma,true,,
http://purl.obolibrary.org/obo/MPATH_786,MPATH:786,MPATH:786,inspissation,"The drying, thickening  and coagulation of extracellular secretions or fluids.",,,
http://purl.obolibrary.org/obo/MPATH_239,MPATH:239,MPATH:239,hemangioendothelioma,hemangioendothelioma,true,,
http://purl.obolibrary.org/obo/MPATH_26,MPATH:26,MPATH:26,alopecia,Absence of hair or loss of hair.,,,
http://purl.obolibrary.org/obo/MPATH_533,MPATH:533,MPATH:533,extraosseous plasmacytoma,Diffuse proliferation of mature plasma cells. Clonal by definition. Frequently found in IL6 transgenic mice. Characteristically involves spleen and nodes rather than peritoneum.,,,
http://purl.obolibrary.org/obo/MPATH_799,MPATH:799,MPATH:799,scoliosis,scoliosis is an abnormal curvature of the spine. The spine curves away from the middle or sideways.,,,
http://purl.obolibrary.org/obo/MPATH_39,MPATH:39,MPATH:39,glycogen deposition,Intracellular deposition of glycogen.,,,
http://purl.obolibrary.org/obo/MPATH_546,MPATH:546,MPATH:546,blepharitis,,,,
http://purl.obolibrary.org/obo/MPATH_840,MPATH:840,MPATH:840,granulomatous arthritis,arthitis involving extensive macrophage infiltration into the joint.,,,
http://purl.obolibrary.org/obo/MPATH_381,MPATH:381,MPATH:381,ameloblastoma,Benign odontogenic epithelial neoplasm that histologically mimics the embryonic enamel organ but does not differentiate to the point of forming dental hard tissue. Histologically dominated by epithelial cells in a scant fibroblastic stroma. (M-9310/0).,,,
